"Table_Number","Year","Measure","Age","Sex","Indigenous_Status","Remoteness","Disability_Status","Housing_Type","Year_Dollars","Description1","Description2","Description3","Description4","Description5","Description6","Uncertainty","Data_Source","Unit","NSW","Vic","Qld","WA","SA","Tas","ACT","NT","Total","Aust"
"18A.44","2018","Customer satisfaction","All ages","All people","All households","All areas","Households with a member with disability","Public housing","","Public housing","Customer satisfaction","","Satisfied or very satisfied","","","","AIHW (unpublished) National Social Housing Survey","%","65.9","69.4","84.4","66.1","81.1","75.4","69.1","71.8","","72.1"
"18A.44","2018","Customer satisfaction","All ages","All people","All households","All areas","Households with a member with disability","Public housing","","Public housing","Customer satisfaction","","Satisfied or very satisfied","","","95%CI","AIHW (unpublished) National Social Housing Survey","%","8.2","6.6","4.1","7.6","6.4","7.0","8.2","7.9","","3.3"
"18A.44","2016","Customer satisfaction","All ages","All people","All households","All areas","All households","Public housing","","Public housing","Customer satisfaction","","Sample size","","","","AIHW (unpublished) National Social Housing Survey","no.","543","540","621","766","502","684","717","660","","5033"
"18A.44","2016","Customer satisfaction","All ages","All people","All households","All areas","All households","Public housing","","Public housing","Customer satisfaction","","Satisfied","","","","AIHW (unpublished) National Social Housing Survey","%","40.5","42.7","38.5","45.4","43.6","41.5","45.0","45.5","","41.7"
"18A.44","2016","Customer satisfaction","All ages","All people","All households","All areas","All households","Public housing","","Public housing","Customer satisfaction","","Satisfied","","","95%CI","AIHW (unpublished) National Social Housing Survey","%","4.1","4.2","3.9","3.7","4.4","3.7","3.6","3.9","","1.9"
"18A.44","2016","Customer satisfaction","All ages","All people","All households","All areas","All households","Public housing","","Public housing","Customer satisfaction","","Very satisfied","","","","AIHW (unpublished) National Social Housing Survey","%","21.2","31.8","47.3","31.3","39.1","37.6","29.9","28.7","","31.4"
"18A.44","2016","Customer satisfaction","All ages","All people","All households","All areas","All households","Public housing","","Public housing","Customer satisfaction","","Very satisfied","","","95%CI","AIHW (unpublished) National Social Housing Survey","%","3.4","3.9","4.0","3.5","4.3","3.6","3.4","3.5","","1.7"
"18A.44","2016","Customer satisfaction","All ages","All people","All households","All areas","All households","Public housing","","Public housing","Customer satisfaction","","Satisfied or very satisfied","","","","AIHW (unpublished) National Social Housing Survey","%","61.7","74.5","85.8","76.7","82.7","79.1","74.8","74.1","","73.1"
"18A.44","2016","Customer satisfaction","All ages","All people","All households","All areas","All households","Public housing","","Public housing","Customer satisfaction","","Satisfied or very satisfied","","","95%CI","AIHW (unpublished) National Social Housing Survey","%","4.1","3.7","2.8","3.2","3.3","3.1","3.2","3.4","","1.8"
"18A.44","2016","Customer satisfaction","All ages","All people","All households","All areas","All households","Public housing","","Public housing","Customer satisfaction","","Dissatisfied or very dissatisfied","","","","AIHW (unpublished) National Social Housing Survey","%","21.4","12.4","4.7","12.3","8.5","8.8","11.2","12.9","","13.7"
"18A.44","2016","Customer satisfaction","All ages","All people","All households","All areas","All households","Public housing","","Public housing","Customer satisfaction","","Dissatisfied or very dissatisfied","","","95%CI","AIHW (unpublished) National Social Housing Survey","%","3.5","2.8","1.7","2.5","2.4","2.1","2.3","2.6","","1.4"
"18A.44","2016","Customer satisfaction","All ages","All people","All households","All areas","Households with a member with disability","Public housing","","Public housing","Customer satisfaction","","Satisfied or very satisfied","","","","AIHW (unpublished) National Social Housing Survey","%","54.9","70.4","81.1","74.1","73.2","70.0","72.5","69.4","","66.6"
"18A.44","2016","Customer satisfaction","All ages","All people","All households","All areas","Households with a member with disability","Public housing","","Public housing","Customer satisfaction","","Satisfied or very satisfied","","","95%CI","AIHW (unpublished) National Social Housing Survey","%","7.7","7.8","6.2","6.9","7.9","6.3","6.9","7.4","","3.7"
"18A.44","2014","Customer satisfaction","All ages","All people","All households","All areas","All households","Public housing","","Public housing","Customer satisfaction","","Sample size","","","","AIHW (unpublished) National Social Housing Survey","no.","4774","568","548","925","605","485","490","484","","8879"
"18A.44","2014","Customer satisfaction","All ages","All people","All households","All areas","All households","Public housing","","Public housing","Customer satisfaction","","Satisfied","","","","AIHW (unpublished) National Social Housing Survey","%","43.7","46.3","43.9","43.1","38.6","43.7","51.0","41.8","","43.8"
"18A.44","2014","Customer satisfaction","All ages","All people","All households","All areas","All households","Public housing","","Public housing","Customer satisfaction","","Satisfied","","","95%CI","AIHW (unpublished) National Social Housing Survey","%","1.5","4.1","4.3","3.8","3.9","4.4","4.4","4.4","","1.3"
"18A.44","2014","Customer satisfaction","All ages","All people","All households","All areas","All households","Public housing","","Public housing","Customer satisfaction","","Very satisfied","","","","AIHW (unpublished) National Social Housing Survey","%","21.1","29.2","39.9","29.9","37.1","29.5","24.7","29.8","","28.9"
"18A.44","2014","Customer satisfaction","All ages","All people","All households","All areas","All households","Public housing","","Public housing","Customer satisfaction","","Very satisfied","","","95%CI","AIHW (unpublished) National Social Housing Survey","%","1.2","3.8","4.2","3.5","3.8","4.1","3.8","4.1","","1.2"
"18A.44","2014","Customer satisfaction","All ages","All people","All households","All areas","All households","Public housing","","Public housing","Customer satisfaction","","Satisfied or very satisfied","","","","AIHW (unpublished) National Social Housing Survey","%","64.8","75.5","83.8","73.0","75.7","73.2","75.7","71.6","","72.7"
"18A.44","2014","Customer satisfaction","All ages","All people","All households","All areas","All households","Public housing","","Public housing","Customer satisfaction","","Satisfied or very satisfied","","","95%CI","AIHW (unpublished) National Social Housing Survey","%","1.5","3.6","3.2","3.4","3.4","3.9","3.8","4.1","","1.2"
"18A.44","2014","Customer satisfaction","All ages","All people","All households","All areas","All households","Public housing","","Public housing","Customer satisfaction","","Dissatisfied or very dissatisfied","","","","AIHW (unpublished) National Social Housing Survey","%","19.2","12.4","5.9","13.4","12.0","12.8","12.5","13.5","","13.9"
"18A.44","2014","Customer satisfaction","All ages","All people","All households","All areas","All households","Public housing","","Public housing","Customer satisfaction","","Dissatisfied or very dissatisfied","","","95%CI","AIHW (unpublished) National Social Housing Survey","%","1.2","2.7","2.0","2.6","2.6","3.0","2.9","3.1","","0.9"
"18A.44","2014","Customer satisfaction","All ages","All people","All households","All areas","Households with a member with disability","Public housing","","Public housing","Customer satisfaction","","Satisfied or very satisfied","","","","AIHW (unpublished) National Social Housing Survey","%","58.5","63.7","81.1","70.1","71.7","75.8","73.0","60.6","","66.4"
"18A.44","2014","Customer satisfaction","All ages","All people","All households","All areas","Households with a member with disability","Public housing","","Public housing","Customer satisfaction","","Satisfied or very satisfied","","","95%CI","AIHW (unpublished) National Social Housing Survey","%","2.8","7.5","6.3","7.0","7.1","6.7","8.9","8.6","","2.4"
"18A.45","2025","Customer satisfaction","All ages","All people","All households","All areas","All households","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Customer satisfaction","","Sample size","","","","AIHW (unpublished) National Social Housing Survey","no.","504","..","505","..","187","47","..","na","","1243"
"18A.45","2025","Customer satisfaction","All ages","All people","All households","All areas","All households","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Customer satisfaction","","Satisfied","","","","AIHW (unpublished) National Social Housing Survey","%","32.9","..","45.3","..","44.1","42.6","..","na","","38.4"
"18A.45","2025","Customer satisfaction","All ages","All people","All households","All areas","All households","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Customer satisfaction","","Satisfied","","","95%CI","AIHW (unpublished) National Social Housing Survey","%","7.8","..","4.3","..","7.3","14.5","..","na","","4.5"
"18A.45","2025","Customer satisfaction","All ages","All people","All households","All areas","All households","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Customer satisfaction","","Very satisfied","","","","AIHW (unpublished) National Social Housing Survey","%","12.1","..","29.6","..","20.6","29.8","..","na","","19.0"
"18A.45","2025","Customer satisfaction","All ages","All people","All households","All areas","All households","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Customer satisfaction","","Very satisfied","","","95%CI","AIHW (unpublished) National Social Housing Survey","%","4.1","..","4.9","..","5.9","10.2","..","na","","3.0"
"18A.45","2025","Customer satisfaction","All ages","All people","All households","All areas","All households","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Customer satisfaction","","Satisfied or very satisfied","","","","AIHW (unpublished) National Social Housing Survey","%","45.0","..","74.9","..","64.7","72.3","..","na","","57.4"
"18A.45","2025","Customer satisfaction","All ages","All people","All households","All areas","All households","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Customer satisfaction","","Satisfied or very satisfied","","","95%CI","AIHW (unpublished) National Social Housing Survey","%","7.7","..","4.6","..","7.0","11.2","..","na","","4.6"
"18A.45","2025","Customer satisfaction","All ages","All people","All households","All areas","All households","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Customer satisfaction","","Dissatisfied or very dissatisfied","","","","AIHW (unpublished) National Social Housing Survey","%","36.2","..","14.2","..","18.0","14.9","..","na","","26.6"
"18A.45","2025","Customer satisfaction","All ages","All people","All households","All areas","All households","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Customer satisfaction","","Dissatisfied or very dissatisfied","","","95%CI","AIHW (unpublished) National Social Housing Survey","%","5.9","..","3.8","..","5.6","7.9","..","na","","3.7"
"18A.45","2025","Customer satisfaction","All ages","All people","All households","All areas","Households with a member with disability","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Customer satisfaction","","Satisfied or very satisfied","","","","AIHW (unpublished) National Social Housing Survey","%","27.4","..","72.2","..","49.2","np","..","na","","42.0"
"18A.45","2025","Customer satisfaction","All ages","All people","All households","All areas","Households with a member with disability","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Customer satisfaction","","Satisfied or very satisfied","","","95%CI","AIHW (unpublished) National Social Housing Survey","%","16.5","..","9.5","..","16.8","np","..","na","","10.4"
"18A.45","2023","Customer satisfaction","All ages","All people","All households","All areas","All households","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Customer satisfaction","","Sample size","","","","AIHW (unpublished) National Social Housing Survey","no.","544","..","512","..","218","27","..","na","","1301"
"18A.45","2023","Customer satisfaction","All ages","All people","All households","All areas","All households","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Customer satisfaction","","Satisfied","","","","AIHW (unpublished) National Social Housing Survey","%","30.6","..","52.7","..","41.9","44.1","..","na","","41.8"
"18A.45","2023","Customer satisfaction","All ages","All people","All households","All areas","All households","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Customer satisfaction","","Satisfied","","","95%CI","AIHW (unpublished) National Social Housing Survey","%","5.2","..","3.7","..","6.8","19.8","..","na","","3.2"
"18A.45","2023","Customer satisfaction","All ages","All people","All households","All areas","All households","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Customer satisfaction","","Very satisfied","","","","AIHW (unpublished) National Social Housing Survey","%","28.8","..","24.1","..","21.8","32.2","..","na","","25.8"
"18A.45","2023","Customer satisfaction","All ages","All people","All households","All areas","All households","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Customer satisfaction","","Very satisfied","","","95%CI","AIHW (unpublished) National Social Housing Survey","%","6.7","..","4.1","..","5.8","17.0","..","na","","3.4"
"18A.45","2023","Customer satisfaction","All ages","All people","All households","All areas","All households","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Customer satisfaction","","Satisfied or very satisfied","","","","AIHW (unpublished) National Social Housing Survey","%","59.5","..","76.8","..","63.7","76.3","..","na","","67.6"
"18A.45","2023","Customer satisfaction","All ages","All people","All households","All areas","All households","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Customer satisfaction","","Satisfied or very satisfied","","","95%CI","AIHW (unpublished) National Social Housing Survey","%","4.3","..","4.1","..","6.5","16.0","..","na","","2.7"
"18A.45","2023","Customer satisfaction","All ages","All people","All households","All areas","All households","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Customer satisfaction","","Dissatisfied or very dissatisfied","","","","AIHW (unpublished) National Social Housing Survey","%","30.3","..","16.6","..","17.1","7.2","..","na","","22.0"
"18A.45","2023","Customer satisfaction","All ages","All people","All households","All areas","All households","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Customer satisfaction","","Dissatisfied or very dissatisfied","","","95%CI","AIHW (unpublished) National Social Housing Survey","%","4.6","..","4.0","..","5.1","9.7","..","na","","2.6"
"18A.45","2023","Customer satisfaction","All ages","All people","All households","All areas","Households with a member with disability","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Customer satisfaction","","Satisfied or very satisfied","","","","AIHW (unpublished) National Social Housing Survey","%","35.2","..","75.4","..","49.3","np","..","na","","55.6"
"18A.45","2023","Customer satisfaction","All ages","All people","All households","All areas","Households with a member with disability","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Customer satisfaction","","Satisfied or very satisfied","","","95%CI","AIHW (unpublished) National Social Housing Survey","%","17.2","..","10.0","..","15.6","np","..","na","","9.0"
"18A.45","2021","Customer satisfaction","All ages","All people","All households","All areas","All households","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Customer satisfaction","","Sample size","","","","AIHW (unpublished) National Social Housing Survey","no.","530","..","516","..","255","51","..","na","","1352"
"18A.45","2021","Customer satisfaction","All ages","All people","All households","All areas","All households","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Customer satisfaction","","Satisfied","","","","AIHW (unpublished) National Social Housing Survey","%","31.6","..","40.5","..","42.3","49.3","..","na","","36.5"
"18A.45","2021","Customer satisfaction","All ages","All people","All households","All areas","All households","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Customer satisfaction","","Satisfied","","","95%CI","AIHW (unpublished) National Social Housing Survey","%","5.7","..","4.9","..","6.3","14.2","..","na","","3.5"
"18A.45","2021","Customer satisfaction","All ages","All people","All households","All areas","All households","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Customer satisfaction","","Very satisfied","","","","AIHW (unpublished) National Social Housing Survey","%","22.1","..","39.3","..","22.6","23.6","..","na","","28.0"
"18A.45","2021","Customer satisfaction","All ages","All people","All households","All areas","All households","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Customer satisfaction","","Very satisfied","","","95%CI","AIHW (unpublished) National Social Housing Survey","%","6.9","..","4.8","..","5.6","12.0","..","na","","4.1"
"18A.45","2021","Customer satisfaction","All ages","All people","All households","All areas","All households","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Customer satisfaction","","Satisfied or very satisfied","","","","AIHW (unpublished) National Social Housing Survey","%","53.7","..","79.8","..","64.9","72.9","..","na","","64.5"
"18A.45","2021","Customer satisfaction","All ages","All people","All households","All areas","All households","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Customer satisfaction","","Satisfied or very satisfied","","","95%CI","AIHW (unpublished) National Social Housing Survey","%","8.1","..","4.1","..","6.1","12.1","..","na","","4.8"
"18A.45","2021","Customer satisfaction","All ages","All people","All households","All areas","All households","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Customer satisfaction","","Dissatisfied or very dissatisfied","","","","AIHW (unpublished) National Social Housing Survey","%","28.2","..","6.8","..","15.7","9.5","..","na","","18.8"
"18A.45","2021","Customer satisfaction","All ages","All people","All households","All areas","All households","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Customer satisfaction","","Dissatisfied or very dissatisfied","","","95%CI","AIHW (unpublished) National Social Housing Survey","%","6.1","..","2.3","..","4.5","7.3","..","na","","3.4"
"18A.45","2021","Customer satisfaction","All ages","All people","All households","All areas","Households with a member with disability","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Customer satisfaction","","Satisfied or very satisfied","","","","AIHW (unpublished) National Social Housing Survey","%","42.3","..","71.4","..","51.8","50.0","..","na","","54.7"
"18A.45","2021","Customer satisfaction","All ages","All people","All households","All areas","Households with a member with disability","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Customer satisfaction","","Satisfied or very satisfied","","","95%CI","AIHW (unpublished) National Social Housing Survey","%","19.4","..","10.1","..","13.8","31.9","..","na","","9.6"
"18A.45","2018","Customer satisfaction","All ages","All people","All households","All areas","All households","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Customer satisfaction","","Sample size","","","","AIHW (unpublished) National Social Housing Survey","no.","534","..","525","..","287","65","..","na","","1411"
"18A.45","2018","Customer satisfaction","All ages","All people","All households","All areas","All households","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Customer satisfaction","","Satisfied","","","","AIHW (unpublished) National Social Housing Survey","%","46.3","..","60.3","..","41.9","38.4","..","na","","50.3"
"18A.45","2018","Customer satisfaction","All ages","All people","All households","All areas","All households","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Customer satisfaction","","Satisfied","","","95%CI","AIHW (unpublished) National Social Housing Survey","%","4.2","..","4.2","..","5.7","12.0","..","na","","2.7"
"18A.45","2018","Customer satisfaction","All ages","All people","All households","All areas","All households","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Customer satisfaction","","Very satisfied","","","","AIHW (unpublished) National Social Housing Survey","%","13.3","..","14.1","..","26.6","30.6","..","na","","15.9"
"18A.45","2018","Customer satisfaction","All ages","All people","All households","All areas","All households","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Customer satisfaction","","Very satisfied","","","95%CI","AIHW (unpublished) National Social Housing Survey","%","2.9","..","3.0","..","5.2","11.3","..","na","","1.9"
"18A.45","2018","Customer satisfaction","All ages","All people","All households","All areas","All households","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Customer satisfaction","","Satisfied or very satisfied","","","","AIHW (unpublished) National Social Housing Survey","%","59.6","..","74.3","..","68.5","69.0","..","na","","66.2"
"18A.45","2018","Customer satisfaction","All ages","All people","All households","All areas","All households","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Customer satisfaction","","Satisfied or very satisfied","","","95%CI","AIHW (unpublished) National Social Housing Survey","%","4.2","..","3.7","..","5.2","11.4","..","na","","2.5"
"18A.45","2018","Customer satisfaction","All ages","All people","All households","All areas","All households","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Customer satisfaction","","Dissatisfied or very dissatisfied","","","","AIHW (unpublished) National Social Housing Survey","%","27.4","..","18.5","..","15.0","18.6","..","na","","22.3"
"18A.45","2018","Customer satisfaction","All ages","All people","All households","All areas","All households","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Customer satisfaction","","Dissatisfied or very dissatisfied","","","95%CI","AIHW (unpublished) National Social Housing Survey","%","3.8","..","3.3","..","3.9","9.6","..","na","","2.3"
"18A.45","2018","Customer satisfaction","All ages","All people","All households","All areas","Households with a member with disability","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Customer satisfaction","","Satisfied or very satisfied","","","","AIHW (unpublished) National Social Housing Survey","%","49.1","..","68.8","..","59.2","66.2","..","na","","59.0"
"18A.45","2018","Customer satisfaction","All ages","All people","All households","All areas","Households with a member with disability","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Customer satisfaction","","Satisfied or very satisfied","","","95%CI","AIHW (unpublished) National Social Housing Survey","%","12.1","..","9.9","..","12.5","24.2","..","na","","6.7"
"18A.45","2016","Customer satisfaction","All ages","All people","All households","All areas","All households","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Customer satisfaction","","Sample size","","","","AIHW (unpublished) National Social Housing Survey","no.","494","..","513","..","332","60","..","na","","1399"
"18A.45","2016","Customer satisfaction","All ages","All people","All households","All areas","All households","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Customer satisfaction","","Satisfied","","","","AIHW (unpublished) National Social Housing Survey","%","47.5","..","57.7","..","45.7","39.2","..","na","","50.5"
"18A.45","2016","Customer satisfaction","All ages","All people","All households","All areas","All households","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Customer satisfaction","","Satisfied","","","95%CI","AIHW (unpublished) National Social Housing Survey","%","4.4","..","4.3","..","5.4","12.6","..","na","","2.7"
"18A.45","2016","Customer satisfaction","All ages","All people","All households","All areas","All households","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Customer satisfaction","","Very satisfied","","","","AIHW (unpublished) National Social Housing Survey","%","10.5","..","21.7","..","23.4","35.8","..","na","","17.1"
"18A.45","2016","Customer satisfaction","All ages","All people","All households","All areas","All households","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Customer satisfaction","","Very satisfied","","","95%CI","AIHW (unpublished) National Social Housing Survey","%","2.7","..","3.6","..","4.7","12.5","..","na","","2.0"
"18A.45","2016","Customer satisfaction","All ages","All people","All households","All areas","All households","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Customer satisfaction","","Satisfied or very satisfied","","","","AIHW (unpublished) National Social Housing Survey","%","58.0","..","79.4","..","69.1","75.0","..","na","","67.6"
"18A.45","2016","Customer satisfaction","All ages","All people","All households","All areas","All households","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Customer satisfaction","","Satisfied or very satisfied","","","95%CI","AIHW (unpublished) National Social Housing Survey","%","4.4","..","3.5","..","5.0","11.3","..","na","","2.5"
"18A.45","2016","Customer satisfaction","All ages","All people","All households","All areas","All households","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Customer satisfaction","","Dissatisfied or very dissatisfied","","","","AIHW (unpublished) National Social Housing Survey","%","28.3","..","12.4","..","16.2","10.8","..","na","","20.5"
"18A.45","2016","Customer satisfaction","All ages","All people","All households","All areas","All households","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Customer satisfaction","","Dissatisfied or very dissatisfied","","","95%CI","AIHW (unpublished) National Social Housing Survey","%","4.0","..","2.9","..","4.1","8.2","..","na","","2.2"
"18A.45","2016","Customer satisfaction","All ages","All people","All households","All areas","Households with a member with disability","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Customer satisfaction","","Satisfied or very satisfied","","","","AIHW (unpublished) National Social Housing Survey","%","55.3","..","74.6","..","67.1","64.9","..","na","","64.6"
"18A.45","2016","Customer satisfaction","All ages","All people","All households","All areas","Households with a member with disability","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Customer satisfaction","","Satisfied or very satisfied","","","95%CI","AIHW (unpublished) National Social Housing Survey","%","15.3","..","13.6","..","11.2","32.8","..","na","","7.9"
"18A.45","2014","Customer satisfaction","All ages","All people","All households","All areas","All households","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Customer satisfaction","","Sample size","","","","AIHW (unpublished) National Social Housing Survey","no.","494","..","497","..","296","82","..","na","","1369"
"18A.45","2014","Customer satisfaction","All ages","All people","All households","All areas","All households","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Customer satisfaction","","Satisfied","","","","AIHW (unpublished) National Social Housing Survey","%","40.6","..","49.9","..","47.5","41.4","..","na","","44.9"
"18A.45","2014","Customer satisfaction","All ages","All people","All households","All areas","All households","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Customer satisfaction","","Satisfied","","","95%CI","AIHW (unpublished) National Social Housing Survey","%","4.3","..","4.4","..","6.0","10.8","..","na","","2.7"
"18A.45","2014","Customer satisfaction","All ages","All people","All households","All areas","All households","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Customer satisfaction","","Very satisfied","","","","AIHW (unpublished) National Social Housing Survey","%","8.5","..","16.9","..","18.7","20.7","..","na","","13.4"
"18A.45","2014","Customer satisfaction","All ages","All people","All households","All areas","All households","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Customer satisfaction","","Very satisfied","","","95%CI","AIHW (unpublished) National Social Housing Survey","%","2.4","..","3.3","..","4.9","8.8","..","na","","1.8"
"18A.45","2014","Customer satisfaction","All ages","All people","All households","All areas","All households","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Customer satisfaction","","Satisfied or very satisfied","","","","AIHW (unpublished) National Social Housing Survey","%","49.1","..","66.8","..","66.2","62.2","..","na","","58.3"
"18A.45","2014","Customer satisfaction","All ages","All people","All households","All areas","All households","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Customer satisfaction","","Satisfied or very satisfied","","","95%CI","AIHW (unpublished) National Social Housing Survey","%","4.4","..","4.2","..","5.5","10.4","..","na","","2.7"
"18A.45","2014","Customer satisfaction","All ages","All people","All households","All areas","All households","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Customer satisfaction","","Dissatisfied or very dissatisfied","","","","AIHW (unpublished) National Social Housing Survey","%","32.3","..","16.5","..","18.3","25.6","..","na","","24.4"
"18A.45","2014","Customer satisfaction","All ages","All people","All households","All areas","All households","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Customer satisfaction","","Dissatisfied or very dissatisfied","","","95%CI","AIHW (unpublished) National Social Housing Survey","%","4.1","..","3.3","..","4.6","9.4","..","na","","2.4"
"18A.45","2014","Customer satisfaction","All ages","All people","All households","All areas","Households with a member with disability","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Customer satisfaction","","Satisfied or very satisfied","","","","AIHW (unpublished) National Social Housing Survey","%","38.5","..","60.2","..","62.2","70.6","..","na","","53.0"
"18A.45","2014","Customer satisfaction","All ages","All people","All households","All areas","Households with a member with disability","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Customer satisfaction","","Satisfied or very satisfied","","","95%CI","AIHW (unpublished) National Social Housing Survey","%","12.9","..","12.4","..","11.6","21.9","..","na","","7.2"
"18A.46","2025","Customer satisfaction","All ages","All people","All households","All areas","All households","Community housing","","Community housing","Customer satisfaction","","Sample size","","","","AIHW (unpublished) National Social Housing Survey","no.","685","398","510","398","837","466","122","na","","3416"
"18A.46","2025","Customer satisfaction","All ages","All people","All households","All areas","All households","Community housing","","Community housing","Customer satisfaction","","Satisfied","","","","AIHW (unpublished) National Social Housing Survey","%","41.4","39.6","37.5","41.2","37.8","39.5","32.0","na","","40.1"
"18A.46","2025","Customer satisfaction","All ages","All people","All households","All areas","All households","Community housing","","Community housing","Customer satisfaction","","Satisfied","","","95%CI","AIHW (unpublished) National Social Housing Survey","%","4.5","5.7","4.3","6.3","3.6","4.5","8.3","na","","2.5"
"18A.46","2025","Customer satisfaction","All ages","All people","All households","All areas","All households","Community housing","","Community housing","Customer satisfaction","","Very satisfied","","","","AIHW (unpublished) National Social Housing Survey","%","27.8","34.3","39.7","40.5","36.6","34.9","31.1","na","","32.5"
"18A.46","2025","Customer satisfaction","All ages","All people","All households","All areas","All households","Community housing","","Community housing","Customer satisfaction","","Very satisfied","","","95%CI","AIHW (unpublished) National Social Housing Survey","%","4.0","5.5","4.3","6.2","3.6","4.4","8.3","na","","2.3"
"18A.46","2025","Customer satisfaction","All ages","All people","All households","All areas","All households","Community housing","","Community housing","Customer satisfaction","","Satisfied or very satisfied","","","","AIHW (unpublished) National Social Housing Survey","%","69.2","73.9","77.3","81.7","74.4","74.4","63.1","na","","72.6"
"18A.46","2025","Customer satisfaction","All ages","All people","All households","All areas","All households","Community housing","","Community housing","Customer satisfaction","","Satisfied or very satisfied","","","95%CI","AIHW (unpublished) National Social Housing Survey","%","4.1","5.1","3.7","5.0","3.2","4.0","8.6","na","","2.2"
"18A.46","2025","Customer satisfaction","All ages","All people","All households","All areas","All households","Community housing","","Community housing","Customer satisfaction","","Dissatisfied or very dissatisfied","","","","AIHW (unpublished) National Social Housing Survey","%","18.3","17.1","9.9","9.0","13.5","11.8","22.1","na","","15.7"
"18A.46","2025","Customer satisfaction","All ages","All people","All households","All areas","All households","Community housing","","Community housing","Customer satisfaction","","Dissatisfied or very dissatisfied","","","95%CI","AIHW (unpublished) National Social Housing Survey","%","3.5","4.4","2.6","3.8","2.5","3.0","7.4","na","","1.9"
"18A.46","2025","Customer satisfaction","All ages","All people","All households","All areas","Households with a member with disability","Community housing","","Community housing","Customer satisfaction","","Satisfied or very satisfied","","","","AIHW (unpublished) National Social Housing Survey","%","59.9","61.6","75.8","70.6","66.2","59.9","47.1","na","","63.1"
